province,month,mean_sunshine,temperature,lat,sunshine_hours,t_amb
Inner Mongolia,12,187.6535888671875,-13.986302185058594,40.8,,
Inner Mongolia,2,215.7268035888672,-9.781114196777343,40.8,,
Inner Mongolia,1,209.80930786132814,-15.086192321777343,40.8,,
Inner Mongolia,7,271.0810913085937,21.71827545166016,40.8,,
Inner Mongolia,6,263.6525085449219,20.42341003417969,40.8,,
Inner Mongolia,3,278.31044311523436,-3.625448989868164,40.8,,
Inner Mongolia,5,287.7617614746094,13.383464050292968,40.8,,
Inner Mongolia,11,187.1624969482422,-4.278695678710937,40.8,,
Inner Mongolia,10,238.11089782714845,5.638925170898437,40.8,,
Inner Mongolia,9,245.8804168701172,13.691879272460938,40.8,,
Jiangsu,4,215.03816833496094,16.067747497558592,32.1,,
Jiangsu,8,180.99571533203124,26.927517700195313,32.1,,
Jiangsu,12,154.50316467285157,4.903170394897461,32.1,,
Jiangsu,2,113.72916107177734,6.8787078857421875,32.1,,
Jiangsu,1,150.4031204223633,2.3006723403930662,32.1,,
Jiangsu,7,183.06710510253907,28.081869506835936,32.1,,
Jiangsu,6,139.1273620605469,24.351541137695314,32.1,,
Jiangsu,3,182.57662353515624,9.376942443847657,32.1,,
Jiangsu,5,211.57684326171875,20.38887939453125,32.1,,
Jiangsu,11,132.42464752197264,11.77083969116211,32.1,,
Jiangsu,10,194.41539611816404,16.980191040039063,32.1,,
Jiangsu,9,165.02576446533203,22.68109130859375,32.1,,
Jiangxi,4,117.50151672363282,19.19355316162109,28.7,,
Jiangxi,8,196.99723205566406,27.521221923828126,28.7,,
Jiangxi,12,117.60698318481445,8.563100433349609,28.7,,
Jiangxi,2,66.18774490356445,10.539170074462891,28.7,,
Jiangxi,1,88.09039154052735,5.931033706665039,28.7,,
Jiangxi,7,223.5240936279297,28.179989624023438,28.7,,
Jiangxi,6,125.33164825439454,25.32647705078125,28.7,,
Jiangxi,3,90.28237457275391,12.222980499267578,28.7,,
Jiangxi,5,115.27030792236329,22.511846923828124,28.7,,
Jiangxi,11,113.50809173583984,14.653459167480468,28.7,,
Jiangxi,10,173.0403091430664,18.752679443359373,28.7,,
Jiangxi,9,155.75925903320314,24.16020050048828,28.7,,
Jilin,4,228.42263793945312,7.706768035888672,43.9,,
Jilin,8,213.45416259765625,21.05961761474609,43.9,,
Jilin,12,148.7832275390625,-13.675955200195313,43.9,,
Jilin,2,185.53226318359376,-9.47351531982422,43.9,,
Jilin,1,171.10699768066405,-14.703724670410157,43.9,,
Jilin,7,210.79652099609376,21.90300598144531,43.9,,
Jilin,6,210.78351440429688,21.493122863769532,43.9,,
Jilin,3,227.72954406738282,-2.558185195922852,43.9,,
Jilin,5,227.41410217285156,14.101240539550782,43.9,,
Jilin,11,137.59091491699218,-1.4128876686096192,43.9,,
Jilin,10,196.6299041748047,7.954057312011718,43.9,,
Jilin,9,223.5454071044922,15.498573303222656,43.9,,
Liaoning,4,245.25841369628907,10.663367462158204,41.8,,
Liaoning,8,223.94735412597657,23.014863586425783,41.8,,
Liaoning,12,180.62998046875,-7.776375579833984,41.8,,
Liaoning,2,190.13056640625,-4.283994674682617,41.8,,
Liaoning,1,193.92140502929686,-9.348566436767578,41.8,,
Liaoning,7,207.28627014160156,23.63316650390625,41.8,,
Liaoning,6,203.46067810058594,22.680552673339843,41.8,,
Liaoning,3,248.99227905273438,1.2207934379577636,41.8,,
Liaoning,5,274.01304931640624,16.46247253417969,41.8,,
Liaoning,11,159.8114273071289,2.566292381286621,41.8,,
Liaoning,10,211.28182678222657,11.224737548828124,41.8,,
Liaoning,9,237.02420043945312,18.06379547119141,41.8,,
Macao,4,,22.9,22.2,,
Macao,8,,28.9,22.2,,
Macao,12,,17.7,22.2,,
Macao,2,,16.4,22.2,,
Macao,1,,15.0,22.2,,
Macao,7,,28.5,22.2,,
Macao,6,,28.4,22.2,,
Macao,3,,18.4,22.2,,
Macao,5,,26.1,22.2,,
Macao,11,,21.7,22.2,,
Macao,10,,24.2,22.2,,
Macao,9,,27.5,22.2,,
Ningxia,4,255.48322448730468,12.476821136474609,38.5,,
Ningxia,8,259.97328796386716,19.511820983886718,38.5,,
Ningxia,12,199.71356201171875,-3.943731689453125,38.5,,
Ningxia,2,187.20594787597656,-2.2142847061157225,38.5,,
Ningxia,1,207.28511657714844,-6.559774017333984,38.5,,
Ningxia,7,255.83612670898438,21.650265502929688,38.5,,
Ningxia,6,258.2860473632812,19.3968017578125,38.5,,
Ningxia,3,241.08409729003907,3.9219417572021493,38.5,,
Ningxia,5,272.43040161132814,15.051341247558593,38.5,,
Ningxia,11,175.34052429199218,0.7613933563232422,38.5,,
Ningxia,10,216.60983276367188,7.799015045166016,38.5,,
Ningxia,9,186.87660522460936,15.22510223388672,38.5,,
Qinghai,4,257.3492004394531,-1.241045379638672,36.6,,
Qinghai,8,250.33814697265626,8.522272491455078,36.6,,
Qinghai,12,225.39166870117188,-12.742122650146484,36.6,,
Qinghai,2,199.64716186523438,-12.839118957519531,36.6,,
Qinghai,1,219.480859375,-15.079545593261718,36.6,,
Qinghai,7,239.3419403076172,8.864997863769531,36.6,,
Qinghai,6,230.27474365234374,6.001892471313477,36.6,,
Qinghai,3,246.92183837890624,-6.038316345214843,36.6,,
Qinghai,5,257.6402191162109,2.260061264038086,36.6,,
Qinghai,11,227.4260498046875,-10.743672943115234,36.6,,
Qinghai,10,248.38811645507812,-2.8913818359375,36.6,,
Qinghai,9,221.62830505371093,4.522341537475586,36.6,,
Shaanxi,4,215.23827514648437,14.63721160888672,34.3,,
Shaanxi,8,210.65909118652343,20.722862243652344,34.3,,
Shaanxi,12,157.9869842529297,-0.5082672595977783,34.3,,
Shaanxi,2,124.01272125244141,1.4948187828063966,34.3,,
Shaanxi,1,163.73876953125,-2.3813533782958984,34.3,,
Shaanxi,7,208.13451232910157,22.238819885253903,34.3,,
Shaanxi,6,203.55743713378905,20.537612915039066,34.3,,
Shaanxi,3,190.96567993164064,6.585107421875,34.3,,
Shaanxi,5,214.68990783691407,16.91582336425781,34.3,,
Shaanxi,11,121.20057067871093,4.707728576660156,34.3,,
Shaanxi,10,161.36434326171874,10.542994689941406,34.3,,
Shaanxi,9,132.51920623779296,16.956739807128905,34.3,,
Shandong,4,234.0702911376953,15.386744689941406,36.7,,
Shandong,8,198.21498107910156,25.23127899169922,36.7,,
Shandong,12,164.45974426269532,1.1572794914245603,36.7,,
Shandong,2,146.5664855957031,4.045452880859375,36.7,,
Shandong,1,160.18674926757814,-1.1234797477722167,36.7,,
Shandong,7,181.28103942871093,26.32781982421875,36.7,,
Shandong,6,205.22469482421874,24.53004302978516,36.7,,
Shandong,3,225.09543151855468,8.099081420898438,36.7,,
Shandong,5,257.09946899414064,19.80531311035156,36.7,,
Shandong,11,140.4521926879883,8.419051361083984,36.7,,
Shandong,10,207.86749267578125,15.104841613769532,36.7,,
Shandong,9,173.23453674316406,21.27178955078125,36.7,,
Shanghai,4,184.0982177734375,16.070849609375,31.2,,
Shanghai,8,183.78166809082032,27.470339965820312,31.2,,
Shanghai,12,136.9797790527344,7.459870147705078,31.2,,
Shanghai,2,89.83170013427734,8.639730834960938,31.2,,
Shanghai,1,125.72909698486328,4.484359359741211,31.2,,
Shanghai,7,207.74492797851562,28.732989501953124,31.2,,
Shanghai,6,96.28677215576172,23.85138397216797,31.2,,
Shanghai,3,159.03995666503906,9.967347717285156,31.2,,
Shanghai,5,179.31637878417968,20.226271057128905,31.2,,
Shanghai,11,124.58351440429688,14.145875549316406,31.2,,
Shanghai,10,177.17210693359374,18.484646606445313,31.2,,
Shanghai,9,164.9438674926758,23.72521209716797,31.2,,
Shanxi,4,234.9535339355469,12.699208068847657,37.9,,
Shanxi,8,205.2749053955078,19.542704772949218,37.9,,
Shanxi,12,159.60743560791016,-3.9436241149902336,37.9,,
Shanxi,2,138.5031967163086,-1.306380558013916,37.9,,
Shanxi,1,171.9965606689453,-6.2619983673095705,37.9,,
Shanxi,7,203.37223510742186,21.57689971923828,37.9,,
Shanxi,6,211.82842712402345,20.176968383789067,37.9,,
Shanxi,3,219.80962524414062,4.220175933837891,37.9,,
Shanxi,5,245.6510223388672,16.156492614746092,37.9,,
Shanxi,11,139.71068725585937,2.2797311782836918,37.9,,
Shanxi,10,188.42087097167968,9.013788604736328,37.9,,
Shanxi,9,161.45916748046875,15.678707885742188,37.9,,
Sichuan,4,173.69346618652344,8.277091217041015,30.7,,
Sichuan,8,179.06335906982423,16.346908569335938,30.7,,
Sichuan,12,134.30057830810546,-0.572499942779541,30.7,,
Sichuan,2,133.38738250732422,0.22362978458404542,30.7,,
Sichuan,1,138.78009033203125,-1.5583062171936035,30.7,,
Sichuan,7,158.31405792236328,15.964068603515624,30.7,,
Sichuan,6,140.4634017944336,14.027456665039063,30.7,,
Sichuan,3,162.28673706054687,4.284084701538086,30.7,,
Sichuan,5,177.17275390625,11.517015838623049,30.7,,
Sichuan,11,140.97699584960938,2.70012435913086,30.7,,
Sichuan,10,140.01732177734374,7.427091979980469,30.7,,
Sichuan,9,118.45428771972657,12.986135864257813,30.7,,
Taiwan,4,153.275732421875,19.259898376464843,25.0,,
Taiwan,8,259.5791442871094,23.87785949707031,25.0,,
Taiwan,12,95.16470565795899,15.385643005371094,25.0,,
Taiwan,2,95.62734794616699,14.37974853515625,25.0,,
Taiwan,1,150.6314468383789,12.810691833496094,25.0,,
Taiwan,7,287.76836853027345,23.696310424804686,25.0,,
Taiwan,6,205.0912078857422,23.102883911132807,25.0,,
Taiwan,3,138.05461578369142,15.890145874023437,25.0,,
Taiwan,5,102.9782699584961,22.206922912597655,25.0,,
Taiwan,11,131.49996109008788,18.590655517578124,25.0,,
Taiwan,10,223.37276916503907,19.942984008789065,25.0,,
Taiwan,9,233.2122314453125,22.606597900390625,25.0,,
Tianjin,4,240.64647216796874,15.540147399902343,39.1,,
Tianjin,8,208.06951293945312,25.09775390625,39.1,,
Tianjin,12,164.2493881225586,-1.3562607765197754,39.1,,
Tianjin,2,151.96292266845703,2.567092514038086,39.1,,
Tianjin,1,166.61763916015624,-2.9004180908203123,39.1,,
Tianjin,7,185.42540283203124,26.026022338867186,39.1,,
Tianjin,6,203.5148468017578,25.075872802734374,39.1,,
Tianjin,3,236.89197692871093,6.704668426513672,39.1,,
Tianjin,5,271.2822692871094,20.060842895507808,39.1,,
Tianjin,11,141.03669967651368,6.601203155517578,39.1,,
